District,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
Karachi,Karachi-XIII,NA-251,Mr Muhammad Hafeez,Pakistan Freedom Party,478,77719,119,77838,210491,37
Karachi,Karachi-XIII,NA-251,Mr Muhammad Shahzad Muneer Qadri,Sunni Tehreek,3699,77719,119,77838,210491,37
Karachi,Karachi-XIII,NA-251,Mr Muhammad Umer Khan,Laboyr Party Pakistan,768,77719,119,77838,210491,37
Karachi,Karachi-XIII,NA-251,Mr Mushahid Ullah Khan,Pakistan Muslim League(N),8615,77719,119,77838,210491,37
Karachi,Karachi-XIII,NA-251,Mr Manzoor Ahmed Bhutta,Pakistan Peoples Party(Sheed Bhutto),83,77719,119,77838,210491,37
Karachi,Karachi-XIII,NA-251,Maulana Ehteramul Haque Thanvi,Independent,39,77719,119,77838,210491,37
Karachi,Karachi-XIV,NA-252,Mr Athar Waseem Advocate,Pakistan Freedom Party,115,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Aasia Tariq,Pakistan Tehreek-e-Insaf,3352,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Rehmat Elahi Shaikh,Independent,131,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Saeed Shafiq,Pakistan Muslim League(N),863,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Syed Shakir Ali,Mohajar Qaumi Movement Pakistan,147,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Ghulam Hussain Peerzada (Retired),Nizam-e-Mustafa Party,24,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Fatehyab Ali Khan ( Retired),Pakistan Mazdoor Kissan Party,18,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Muhammd Intizar Hussain Qureshi Advocate,Muttahida Qaumi Moment,22862,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Muhammad Hussain Mehanti,Muttahidda Majlis-e-Amal,33089,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Muhammad Rafiq Qadri,Independent,33,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Muhammad Shamimuddin,Independent,37,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Muhammad Fazal Abdul Majeed Noorani,Sunni Tehreek,2612,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mrs Najma Saeed Chawala,Pakistan peoples Party Parlimentarians,5984,73068,951,74019,222482,33.3
Karachi,Karachi-XIV,NA-252,Mr Nasreen Jalil,Independent,70,73068,951,74019,222482,33.3
Karachi,Karachi-XV,NA-253,Professor Dr Muhammad Fahimud-Din,Muttahida Qaumi Moment,25960,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Hafiz Moinuddin,Pak Muslim Alliance,2401,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Zain Ansari,Pakistan Muslim League(N),1603,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Syed Irshad Hussain,Independent,81,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Syed Sitwat Hussain Niazi Advocate,Pakistan Awami Tehreek,355,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Syed Abdul Raqeeb,Pakistan Muslim League(Z),124,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Syed muhammad Sharfuddin,Independent,51,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Shanul Haq Pirzada,National Alliance,422,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Shafi Muhammad Shah,Pakistan peoples Party Parlimentarians,13947,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Ali Haider Saleem,Pakistan Tehreek-e-Insaf,4374,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Fahmida Khatoon Advocate,Independent,129,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Qazi Muhammad Muhzhar Rehamani,Independent,41,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Ghazi Advocate,Independent,55,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Muhammad Qutubuz Zaman,Pakistan Muslim League(F),92,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Muhammad Yousaf Qureshi,Pakistan Ittehad Tehreek,145,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Nazeer ibrahim Sheikh,Mohajar Qaumi Movement Pakistan,179,79703,1101,80804,249365,32.4
Karachi,Karachi-XV,NA-253,Mr Wing Commander ® Muhammad Nawaz Asim,Pakistan Mulim League(QA),904,79703,1101,80804,249365,32.4
Karachi,Karachi-XVI,NA-254,Mr Ameer Uddin Meo,Independent,226,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Engr Sarwat Ejaz,Sunni Tehreek,4231,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Mr M Akhtar Shad,Mohajar Qaumi Movement Pakistan,1695,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Prof Dr Fahimuddin,Independent,91,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Dr: Abdul Ghafoor,Pakistan Freedom Party,492,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Dr: Qadeer Ahmed Abbasi,Independent,50,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Syed Zahid Siraj,Muttahidda Majlis-e-Amal,16733,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Mr Saghir Siddiqui,Independent,76,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Mr Ali Haider Saleem Advocate,Pakistan Tehreek-e-Insaf,416,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Farzana Latif Advocate,Pakistan peoples Party Parlimentarians,4926,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Mr Muhammad Kaleemur Rehman,Nizam-e-Mustafa Party,230,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Moulana Abdul Hafiz,Pak Muslim Alliance,5991,79163,1191,80354,230917,34.8
Karachi,Karachi-XVI,NA-254,Nawab Mirza Advocate,Muttahida Qaumi Moment,42888,79163,1191,80354,230917,34.8
Karachi,Karachi-XVII,NA-255,Mr Khalid Hamid Sheikh,Independent,47,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Syed Naeem Uddin,Pakistan peoples Party Parlimentarians,7059,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Mr Shamsudduha Advocate,Pak Muslim Alliance,3119,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Mr Tariq Khan,Pakistan Muslim League(N),1071,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Mr Abdul Sattar Ibrahim Advocate,Independent,57,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Mr Muhammad Abrar-Ul-Haq,Muttahida Qaumi Moment,25646,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Mr Muhammad Aslam Mujahid,Muttahidda Majlis-e-Amal,27761,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Qadri,Nizam-e-Mustafa Party,4164,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Mr Mahmood Ahmed Qureshi,Mohajar Qaumi Movement Pakistan,31096,100230,1217,101447,246368,41.2
Karachi,Karachi-XVII,NA-255,Mr Waseem Muzaffar Khan,Independent,65,100230,1217,101447,246368,41.2
Karachi,Karachi-XVIII,NA-256,Professor D Faheemuddin,Independent,102,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Haji Muhammad Hanif Tayyab,Nizam-e-Mustafa Party,106,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,D Qadeer Ahmed Abbasi,Sunni Tehreek,3409,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Rana Munir Ahmed Khan,Independent,2082,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mr Riaz Ahmed Mazari,Pakistan peoples Party Parlimentarians,6414,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mr Sohail Ahmed Khan,Independent,126,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Syed Abid Ali Jaffri,Mohajar Qaumi Movement Pakistan,6430,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Syed Muhammad Nihal Hashmi Advocate,Pakistan Muslim League(N),6305,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Syed Mehmood Hussain,Independent,193,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Syed Marghoob Hussain,Pakistan Tehreek-e-Insaf,2397,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mr Sher Ali Rizvi,Sindh Urban-Rurel Alliance,34,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mr Abdul Qadir Anwar Advocate,Pakista Muslim League(J),179,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mr Fatehyab Ali Khan Retired,Pakistan Mazdoor Kissan Party,19,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mr Kamran Shahzad Rana,Pakistan Mulim League(QA),763,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Syed Muhammad Aamir Khalil Qadri,Independent,39,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mr Muhammad Hasim Siddiqur Advocate,Muttahidda Majlis-e-Amal,22142,90810,873,91683,261912,35
Karachi,Karachi-XVIII,NA-256,Mrs Imtiaz Jawwid,Pakistan Awami Tehreek,874,90810,873,91683,261912,35
Karachi,Karachi-XIX,NA-257,Mr Osama Razi,Muttahidda Majlis-e-Amal,23668,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Barkat Ali Khan,Independent,70,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Rahim Adil Shaikh,Pakistan Mulim League(QA),2627,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Sardar Akhtar Hussain Advocate,Pakistan peoples Party Parlimentarians,17168,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Shazia Batool,Awami National Party,889,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Salahuddin,Independent,99,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Abdul Kahlique Kahn,Awami Qaidat Party,73,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Fahim Riaz Siddiqui Advocate,Pakistan Muslim League(N),2056,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Qamar Niaz,Mohajar Qaumi Movement Pakistan,6433,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Muhammad Shamim Siddiqui,Muttahida Qaumi Moment,45480,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mr Muhammad Hashim Ali,Independent,42,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Mirza Yousuf Hussain,Pakistan Awami Tehreek,5847,105413,1630,107043,256535,41.7
Karachi,Karachi-XIX,NA-257,Naseema Naz,Independent,184,105413,1630,107043,256535,41.7
Karachi,Karachi-XX,NA-258,Agha Tariq Ahmed,Independent,68,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Dr Syed Iqbal Saeed Shah,Independent,78,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Rab Nawaz Kahn Niazi Advocate,Pakistan Muslim League(N),1630,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Syed Ameer Hussain Shah Lakhyari,Muttahida Qaumi Moment,8400,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Shahid Riaz Baloch,Independent,39,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Sher Muhammad Baloch,Pakistan Peoples Party Parlimentarians,38225,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Salahuddin Khan Gandapur,Labour Party Pakistan(Krandi),164,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Zafar Ali Sahto,Independent,92,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Abdul Hakeem Baloch,Independent,27903,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Aleem Adil Shaikh,Pakistan Mulim League(QA),4552,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Faisal,Pakistan Freedom Party,142,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Muhammad Rafiq Baloch,Independent,65,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Muhammad Yaseen Khan,Awami National Party,495,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Moulana Zain Ul Abdeen,Pak Muslim Alliance,3906,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Moulana Abdul Shakoor Khairpuri,Muttahidda Majlis-e-Amal,17630,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Moulvi Shabbir Ahmed Usmani,Pakistan Awami Party,401,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Nisar Ahmed Soomro,Independent,268,106656,2233,108889,263393,41.3
Karachi,Karachi-XX,NA-258,Mr Yousuf Masti Khan,National Alliance,1691,106656,2233,108889,263393,41.3
Quetta,Quetta,NA-259,Mr Khalid Dogar(Advocate),Independent,140,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Khudai Noor,Jamhoori Wattan Party,955,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Sardarzada Muhammad Najeeb Sanjrani,Independent,80,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Saadat Ali Hazara,Balochistan National Democratic Party,8973,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Syed Abdul Habib Shah,Pakistan Awami Tehreek,506,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Syed Muhammad Fazal Agaha,Pakistan Muslim League(QA),9871,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Abdul Majeed Ghori,Qaumi Jamhoori Party,373,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Ghualm Ali Haideri,Istiqlil Party,151,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Gul Rehman Kakar,Pakistan Workers Party,90,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Muhammad Ayaz Khan Swati Advocate,Pakistan Muslim League(N),3134,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Muhammad Yousaf Shahwani,Muttahida Qaumi Movement,711,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Mahmood Khan Achakzai,Pakistan Pakhtoonkhawa Milli Awami Party,17240,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Malik Abdul Qahir Khan Kasi,Awami National Party,369,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Molvi Noor Muhammad,Muttahidda Majlis-e-Amal Pakistan,22111,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mian Saifullah Paracha,Pakistan Peoples Party Parliamentarians,6675,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Nazar Muhammad Advocate,Pakistan Tahreek-e-Insaf,916,73810,1691,75501,310948,24.3
Quetta,Quetta,NA-259,Mr Yayha Bakhtiar,Independent,277,73810,1691,75501,310948,24.3
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Haji Baloch Khan Mengal,Pakistan Muslim League(QA),26690,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Hafiz Hussain Ahmed,Muttahidda Majlis-e-Amal Pakistan,39013,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Mr Habib Jalib Baloch Advocate,Balochistan National Party,11368,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Mr Hussain Ali,Ittehad Milli Hazara,1552,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Sardar Zada Muhammad Najeeb Sanjrani,Independent,229,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Sardar Fateh Muhammad Muhammad Hassani,Pakistan Peoples Party Parliamentarians,16114,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Mr Abdul Wahid Shakir,Balochistan National Democratic Party,1003,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Mr Ghulam Farooq Baloch,Balochistan National Movement,2483,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Mr Liaquat Ali,Pakistan Awami Tehreek,350,100421,5073,105494,369216,28.6
Quetta Cum Chagai cum Mastung,Quetta Cum Chagai cum Mastung,NA-260,Mir Nauroz Mengal Advocate,Independent,1074,100421,5073,105494,369216,28.6
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Dr Kaleemullah Khan,Pakistan Pakhtoonkhawa Milli Awami Party,17599,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Khalid Khan Kakar,Pakistan Muslim League(QA),12914,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Abdul Waseh Advocate,Independent,564,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Haji Nizam-ud-Din Kakar,Awami National Party,1162,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Hafizullah Ameen,Independent,85,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Dr Zafarullah Kakar,Pakistan Workers Party,430,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Abdul Wajid Watanpal,Independent,415,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Azizullah Advocate,National Alliance,300,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Abdul Hadi Tareen,Independent,232,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Noor Khan Tareen Advocate,Independent,93,71016,4045,75061,270777,27.7
Pishin Cum Ziarat,Pishin Cum Ziarat,NA-261,Mr Ali Ahmed Kakar,Pakistan Peoples Party Parliamentarians,200,71016,4045,75061,270777,27.7
Killa,Killa,NA-262,Mr Abdul Khaliq,Independent,453,85585,3521,89106,265538,33.6
Killa,Killa,NA-262,Mr Abdul Aziz,Independent,173,85585,3521,89106,265538,33.6
Killa,Killa,NA-262,Mr Lala Jan,Pakistan Muslim League(QA),862,85585,3521,89106,265538,33.6
Killa,Killa,NA-262,Mr Muhammad Ismail,Pakistan Muslim League(N),81,85585,3521,89106,265538,33.6
Killa,Killa,NA-262,Mr Mehmood Khan Achakzai,Pakistan Pakhtoonkhawa Milli Awami Party,35385,85585,3521,89106,265538,33.6
Killa,Killa,NA-262,Molana Muhammad Haneef,Muttahidda Majlis-e-Amal Pakistan,33868,85585,3521,89106,265538,33.6
Loralai,Loralai,NA-263,Sardar Sikandar Hayat Khan Jogezai,Independent,13228,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,Sardar Muhammad Israr Tareen,Independent,349,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,SardarYaqoob Khan Nasir,Pakistan Muslim League(N),21385,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,Mr Sher Afghan Luni,Independent,223,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,Mr Muhammad Shafi Khetran,Balohistan National Movement,1290,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,Molvi Amir Zaman Bukhari,Muttahidda Majlis-e-Amal Pakistan,19218,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,Mir Baz Muhammad Khan Khethran,Pakistan Peoples Party Parliamentarians,14877,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,Mir Shah Jahan Khathran,Independent,511,78657,3087,81744,272509,30
Loralai,Loralai,NA-263,Mir Tariq Mehmood Khan Khetran,Pakistan Muslim League(QA),7253,78657,3087,81744,272509,30
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Mr Shamsullah Kakar,Awami National Party,1532,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Mr Azizullah,Pakistan Muslim League(QA),1763,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Mr Aziz Shah,Independent,125,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Mr Fazal-ur-Rehman Kakar,Pakistan Peoples Party Parliamentarians,720,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Mr Muhammad Ismail Khan Bazai,National Alliance,146,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Malik Shamsuddin Kakar,Kakar Jamhoori Party Pakistan,4074,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Malik Mauladad Khan Sherani,Pakistan Muslim League(N),250,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Maulvi Muhammad Khan Sherani,Muttahidda Majlis-e-Amal Pakistan,20381,47703,2879,50582,198124,25.5
Zhob Cum Killa Saifullah,Zhob Cum Killa Saifullah,NA-264,Nawab Muhammad Ayaz Khan Jogezai,Pakistan Pakhtoonkhawa Milli Awami Party,18322,47703,2879,50582,198124,25.5
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mr Taj Muhammad Jamali,National Alliance,3141,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Hafiz Abdul Qayum,Muttahidda Majlis-e-Amal Pakistan,4447,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mr Hasnain Iqbal Minhas,Independent,3978,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mr Haider Bugti,Jamhoori Wattan Party,92555,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mr Tariq Hussain Bugti,Independent,2749,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mr Tariq Hameed Dumar,Awami National Party,2281,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mr Muhammad Iqbal Marghazani,Pakistan Tahreek-e-Insaf,505,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mr Mehrab Khan Balocah,Balochistan National Movement,13443,141608,2502,144110,308704,46.7
Sibi Cum Kolhu Cum Dera Bugti,Sibi Cum Kolhu Cum Dera Bugti,NA-265,Mir Bakhtiar Khan Domki,Pakistan Muslim League(QA),13130,141608,2502,144110,308704,46.7
Nasirabad,Nasirabad,NA-266,Dr Hafeez-ur-Rehman Khosa,Muttahidda Majlis-e-Amal Pakistan,7344,120147,6635,126782,493722,25.7
Nasirabad,Nasirabad,NA-266,Mr Adul Razzak Baloch,Balochistan National Congress,278,120147,6635,126782,493722,25.7
Nasirabad,Nasirabad,NA-266,Mr Abdul Ghafoor Mengal,Balochistan National Party,405,120147,6635,126782,493722,25.7
Nasirabad,Nasirabad,NA-266,Mr Abdul Fateh Abro,Independent,272,120147,6635,126782,493722,25.7
Nasirabad,Nasirabad,NA-266,Mr Arz Muhammad Bhanger,Jamote Qami Movement,6240,120147,6635,126782,493722,25.7
Nasirabad,Nasirabad,NA-266,Mr Muhammad Hussain Gola,Pakistan Muslim League(N),1143,120147,6635,126782,493722,25.7
Nasirabad,Nasirabad,NA-266,Mr Munawar Ali Khosa,Pakistan Peoples Party Parliamentarians,41899,120147,6635,126782,493722,25.7
Nasirabad,Nasirabad,NA-266,Mr Yasir Hussain Khosa,Independent,459,120147,6635,126782,493722,25.7
Kachhi,Kachhi,NA-267,Dr Abdul Hayee Baloch,Balochistan National Movement,5456,78230,1784,80014,230836,34.7
Kachhi,Kachhi,NA-267,Sardar Yar Muhammad Rind,National Alliance,57751,78230,1784,80014,230836,34.7
Kachhi,Kachhi,NA-267,Maulana Syed Abdul Malik Shah,Muttahidda Majlis-e-Amal Pakistan,3904,78230,1784,80014,230836,34.7
Kachhi,Kachhi,NA-267,Mr Mehar Ali Jamoot,Independent,341,78230,1784,80014,230836,34.7
Kachhi,Kachhi,NA-267,Mir Zulfiqar,Independent,123,78230,1784,80014,230836,34.7
Kachhi,Kachhi,NA-267,Nawab Muhammad Aslam Khan,Pakistan Peoples Party Parliamentarians,10302,78230,1784,80014,230836,34.7
Kalat Cum Mastung,Kalat Cum Mastung,NA-268,Maulana Abdul Ghafoor Haidri,Muttahidda Majlis-e-Amal Pakistan,21559,50466,1626,52092,219071,23.78
Kalat Cum Mastung,Kalat Cum Mastung,NA-268,Mir Munir Ahmed Shahwani,Balochistan National Party,11157,50466,1626,52092,219071,23.78
Kalat Cum Mastung,Kalat Cum Mastung,NA-268,Mir Kamal Khan Bangalzai,National Alliance,14638,50466,1626,52092,219071,23.78
Kalat Cum Mastung,Kalat Cum Mastung,NA-268,Dr Abdul Hakeem Lehri,Balochistan National Congress,1263,50466,1626,52092,219071,23.78
Khuzdar,Khuzdar,NA-269,Mir Muhammad Ayub Jattak,Balochistan National Movement,24359,56409,2621,59030,252902,23.34
